date,source,target
2011-06-05,102,1258
2011-06-05,102,1646
2011-06-05,102,7329
2011-06-05,109,57
2011-06-05,130,341
2011-06-05,137,7327
2011-06-05,167,986
2011-06-05,169,202
2011-06-05,169,858
2011-06-05,183,674
2011-06-05,202,169
2011-06-05,250,406
2011-06-05,263,2580
2011-06-05,300,341
2011-06-05,323,57
2011-06-05,323,478
2011-06-05,341,65
2011-06-05,341,130
2011-06-05,341,300
2011-06-05,341,2461
2011-06-05,383,10
2011-06-05,383,617
2011-06-05,406,250
2011-06-05,419,774
2011-06-05,448,1007
2011-06-05,473,986
2011-06-05,474,357
2011-06-05,477,1640
2011-06-05,478,101
2011-06-05,478,323
2011-06-05,478,858
2011-06-05,478,988
2011-06-05,502,533
2011-06-05,502,716
2011-06-05,508,102
2011-06-05,578,35
2011-06-05,615,718
2011-06-05,615,2554
2011-06-05,615,7564
2011-06-05,617,383
2011-06-05,617,620
2011-06-05,620,617
2011-06-05,620,841
2011-06-05,674,183
2011-06-05,674,1013
2011-06-05,710,10
2011-06-05,716,57
2011-06-05,718,615
2011-06-05,726,28
2011-06-05,726,538
2011-06-05,726,7564
2011-06-05,774,419
2011-06-05,781,4
2011-06-05,784,50
2011-06-05,858,478
2011-06-05,858,1008
2011-06-05,920,45
2011-06-05,986,167
2011-06-05,986,473
2011-06-05,988,45
2011-06-05,988,478
2011-06-05,995,194
2011-06-05,1007,28
2011-06-05,1007,448
2011-06-05,1008,858
2011-06-05,1013,102
2011-06-05,1013,674
2011-06-05,1106,45
2011-06-05,1114,7564
2011-06-05,1115,2020
2011-06-05,1235,2588
2011-06-05,1237,7564
2011-06-05,1256,102
2011-06-05,1258,102
2011-06-05,1429,44
2011-06-05,1640,477
2011-06-05,1667,50
2011-06-05,2001,4
2011-06-05,2014,7372
2011-06-05,2019,99
2011-06-05,2020,1115
2011-06-05,2022,28
2011-06-05,2461,341
2011-06-05,2554,615
2011-06-05,2581,323
2011-06-05,2588,1235
2011-06-05,7372,2014
2011-06-05,7564,57
2011-06-05,7564,406
2011-06-05,7564,615
2011-06-05,7564,1114
2011-06-05,7564,1441
2011-06-05,7596,102
2011-06-05,7596,536
2011-06-05,7596,620
2011-06-05,7596,988
2011-06-06,16,7596
2011-06-06,28,50
2011-06-06,28,514
2011-06-06,28,580
2011-06-06,28,675
2011-06-06,28,2029
2011-06-06,28,2585
2011-06-06,33,540
2011-06-06,48,408
2011-06-06,50,28
2011-06-06,57,252
2011-06-06,57,994
2011-06-06,57,7564
2011-06-06,65,926
2011-06-06,76,240
2011-06-06,78,108
2011-06-06,102,7596
2011-06-06,108,78
2011-06-06,109,7524
2011-06-06,121,578
2011-06-06,130,326
2011-06-06,130,675
2011-06-06,140,2584
2011-06-06,167,777
2011-06-06,169,240
2011-06-06,183,574
2011-06-06,183,675
2011-06-06,183,1014
2011-06-06,183,1106
2011-06-06,183,1116
2011-06-06,202,240
2011-06-06,202,344
2011-06-06,210,240
2011-06-06,252,57
2011-06-06,273,1612
2011-06-06,311,1444
2011-06-06,322,2013
2011-06-06,323,720
2011-06-06,324,2023
2011-06-06,326,130
2011-06-06,326,341
2011-06-06,341,326
2011-06-06,341,7570
2011-06-06,344,202
2011-06-06,344,1106
2011-06-06,357,474
2011-06-06,383,580
2011-06-06,406,1111
2011-06-06,408,48
2011-06-06,448,1962
2011-06-06,477,608
2011-06-06,478,109
2011-06-06,514,28
2011-06-06,536,7596
2011-06-06,540,33
2011-06-06,540,2591
2011-06-06,561,2590
2011-06-06,568,925
2011-06-06,574,183
2011-06-06,574,312
2011-06-06,578,1
2011-06-06,578,121
2011-06-06,578,727
2011-06-06,578,2027
2011-06-06,580,28
2011-06-06,580,383
2011-06-06,608,340
2011-06-06,608,477
2011-06-06,616,671
2011-06-06,616,1008
2011-06-06,616,1446
2011-06-06,620,7596
2011-06-06,671,616
2011-06-06,675,28
2011-06-06,675,183
2011-06-06,676,1677
2011-06-06,712,727
2011-06-06,712,1676
2011-06-06,716,2019
2011-06-06,720,323
2011-06-06,727,578
2011-06-06,727,712
2011-06-06,777,167
2011-06-06,925,568
2011-06-06,988,7596
2011-06-06,994,57
2011-06-06,1008,616
2011-06-06,1014,183
2011-06-06,1015,323
2011-06-06,1084,91
2011-06-06,1106,183
2011-06-06,1106,344
2011-06-06,1111,406
2011-06-06,1116,183
2011-06-06,1116,7564
2011-06-06,1255,28
2011-06-06,1444,311
2011-06-06,1446,616
2011-06-06,1612,273
2011-06-06,1661,7564
2011-06-06,1665,7564
2011-06-06,1677,676
2011-06-06,1941,76
2011-06-06,2019,716
2011-06-06,2029,28
2011-06-06,2561,35
2011-06-06,2580,101
2011-06-06,2580,263
2011-06-06,2584,140
2011-06-06,2585,28
2011-06-06,2590,561
2011-06-06,2591,540
2011-06-06,7524,109
2011-06-06,7564,1116
2011-06-06,7564,7596
2011-06-06,7570,341
2011-06-06,7596,4
2011-06-06,7596,16
2011-06-06,7596,50
2011-06-07,1,1248
2011-06-07,4,626
2011-06-07,4,859
2011-06-07,4,1010
2011-06-07,16,367
2011-06-07,16,1010
2011-06-07,28,1449
2011-06-07,28,1674
2011-06-07,42,76
2011-06-07,44,476
2011-06-07,76,42
2011-06-07,76,408
2011-06-07,76,911
2011-06-07,78,474
2011-06-07,90,7564
2011-06-07,106,167
2011-06-07,106,561
2011-06-07,167,106
2011-06-07,167,263
2011-06-07,167,382
2011-06-07,167,447
2011-06-07,167,540
2011-06-07,183,1447
2011-06-07,183,1982
2011-06-07,252,727
2011-06-07,263,167
2011-06-07,283,2025
2011-06-07,299,7564
2011-06-07,300,344
2011-06-07,322,283
2011-06-07,324,2583
2011-06-07,344,300
2011-06-07,367,16
2011-06-07,382,167
2011-06-07,385,613
2011-06-07,406,202
2011-06-07,406,7564
2011-06-07,408,76
2011-06-07,423,4
2011-06-07,437,472
2011-06-07,447,167
2011-06-07,450,7564
2011-06-07,474,78
2011-06-07,476,44
2011-06-07,476,2031
2011-06-07,478,7564
2011-06-07,479,7564
2011-06-07,504,2593
2011-06-07,514,2030
2011-06-07,540,167
2011-06-07,561,106
2011-06-07,561,1087
2011-06-07,574,7564
2011-06-07,579,619
2011-06-07,612,616
2011-06-07,613,385
2011-06-07,616,612
2011-06-07,619,579
2011-06-07,676,2592
2011-06-07,727,252
2011-06-07,778,1253
2011-06-07,859,4
2011-06-07,911,76
2011-06-07,911,1449
2011-06-07,927,2021
2011-06-07,994,1251
2011-06-07,1009,4
2011-06-07,1010,4
2011-06-07,1010,16
2011-06-07,1112,7498
2011-06-07,1248,1
2011-06-07,1251,994
2011-06-07,1259,74
2011-06-07,1444,7564
2011-06-07,1449,28
2011-06-07,1449,911
2011-06-07,1670,7564
2011-06-07,1674,28
2011-06-07,1674,675
2011-06-07,1678,4
2011-06-07,1962,448
2011-06-07,1982,183
2011-06-07,1982,1993
2011-06-07,2025,283
2011-06-07,2030,514
2011-06-07,2031,476
2011-06-07,2583,324
2011-06-07,2592,676
2011-06-07,2593,504
2011-06-07,7498,1112
2011-06-07,7498,7564
2011-06-07,7519,7564
2011-06-07,7564,240
2011-06-07,7564,299
2011-06-07,7564,300
2011-06-07,7564,450
2011-06-07,7564,478
2011-06-07,7564,479
2011-06-07,7564,1260
2011-06-07,7564,1444
2011-06-07,7564,1670
2011-06-07,7564,7519
2011-06-08,1,300
2011-06-08,1,1117
2011-06-08,1,2586
2011-06-08,4,578
2011-06-08,4,727
2011-06-08,11,327
2011-06-08,16,101
2011-06-08,16,149
2011-06-08,16,926
2011-06-08,16,1664
2011-06-08,28,76
2011-06-08,28,102
2011-06-08,28,195
2011-06-08,28,408
2011-06-08,28,2604
2011-06-08,33,167
2011-06-08,33,2596
2011-06-08,48,102
2011-06-08,50,443
2011-06-08,50,912
2011-06-08,65,109
2011-06-08,65,862
2011-06-08,76,28
2011-06-08,76,480
2011-06-08,76,619
2011-06-08,76,672
2011-06-08,76,678
2011-06-08,76,2037
2011-06-08,78,511
2011-06-08,84,263
2011-06-08,84,619
2011-06-08,89,369
2011-06-08,89,2043
2011-06-08,89,3774
2011-06-08,91,1084
2011-06-08,102,28
2011-06-08,102,48
2011-06-08,102,1423
2011-06-08,109,65
2011-06-08,109,167
2011-06-08,109,407
2011-06-08,130,28
2011-06-08,131,31
2011-06-08,131,654
2011-06-08,140,131
2011-06-08,149,16
2011-06-08,167,33
2011-06-08,167,109
2011-06-08,167,183
2011-06-08,167,328
2011-06-08,167,369
2011-06-08,167,541
2011-06-08,167,619
2011-06-08,167,1264
2011-06-08,167,1638
2011-06-08,167,7564
2011-06-08,169,1245
2011-06-08,183,167
2011-06-08,183,299
2011-06-08,183,313
2011-06-08,195,28
2011-06-08,202,1968
2011-06-08,202,2598
2011-06-08,218,252
2011-06-08,224,354
2011-06-08,252,218
2011-06-08,252,1676
2011-06-08,273,575
2011-06-08,283,322
2011-06-08,283,2589
2011-06-08,299,183
2011-06-08,299,327
2011-06-08,299,615
2011-06-08,300,2033
2011-06-08,313,183
2011-06-08,313,323
2011-06-08,313,929
2011-06-08,323,313
2011-06-08,323,1015
2011-06-08,324,616
2011-06-08,327,11
2011-06-08,327,299
2011-06-08,328,167
2011-06-08,328,342
2011-06-08,328,670
2011-06-08,328,2601
2011-06-08,342,328
2011-06-08,342,663
2011-06-08,342,920
2011-06-08,342,1680
2011-06-08,342,2044
2011-06-08,365,408
2011-06-08,369,89
2011-06-08,369,167
2011-06-08,369,675
2011-06-08,369,2034
2011-06-08,369,2042
2011-06-08,385,926
2011-06-08,406,2036
2011-06-08,408,28
2011-06-08,408,365
2011-06-08,408,619
2011-06-08,443,50
2011-06-08,478,1675
2011-06-08,478,2603
2011-06-08,480,76
2011-06-08,480,1107
2011-06-08,480,2038
2011-06-08,510,1679
2011-06-08,511,78
2011-06-08,511,2037
2011-06-08,514,1432
2011-06-08,541,911
2011-06-08,541,1262
2011-06-08,575,273
2011-06-08,575,616
2011-06-08,575,2039
2011-06-08,575,2040
2011-06-08,578,4
2011-06-08,578,860
2011-06-08,612,676
2011-06-08,615,299
2011-06-08,616,324
2011-06-08,616,575
2011-06-08,619,84
2011-06-08,619,167
2011-06-08,619,408
2011-06-08,619,862
2011-06-08,654,131
2011-06-08,654,2041
2011-06-08,663,342
2011-06-08,672,76
2011-06-08,675,369
2011-06-08,676,612
2011-06-08,676,1008
2011-06-08,677,929
2011-06-08,677,1008
2011-06-08,727,4
2011-06-08,727,994
2011-06-08,784,1451
2011-06-08,862,65
2011-06-08,862,619
2011-06-08,862,7564
2011-06-08,911,541
2011-06-08,912,50
2011-06-08,918,343
2011-06-08,920,342
2011-06-08,923,2573
2011-06-08,926,16
2011-06-08,926,385
2011-06-08,929,313
2011-06-08,929,677
2011-06-08,994,727
2011-06-08,1008,676
2011-06-08,1008,677
2011-06-08,1013,1015
2011-06-08,1014,1259
2011-06-08,1245,169
2011-06-08,1251,1
2011-06-08,1253,778
2011-06-08,1257,2032
2011-06-08,1257,2587
2011-06-08,1259,1014
2011-06-08,1262,541
2011-06-08,1264,167
2011-06-08,1409,2597
2011-06-08,1423,102
2011-06-08,1432,514
2011-06-08,1438,7564
2011-06-08,1451,784
2011-06-08,1452,7570
2011-06-08,1638,167
2011-06-08,1664,16
2011-06-08,1675,478
2011-06-08,1675,2032
2011-06-08,1676,712
2011-06-08,1680,342
2011-06-08,1955,1956
2011-06-08,1956,1955
2011-06-08,1963,1451
2011-06-08,1968,202
2011-06-08,1978,1679
2011-06-08,2026,541
2011-06-08,2032,1257
2011-06-08,2032,1675
2011-06-08,2034,369
2011-06-08,2037,76
2011-06-08,2037,511
2011-06-08,2038,480
2011-06-08,2039,575
2011-06-08,2040,575
2011-06-08,2041,217
2011-06-08,2041,654
2011-06-08,2042,369
2011-06-08,2043,89
2011-06-08,2044,342
2011-06-08,2573,923
2011-06-08,2587,1257
2011-06-08,2589,283
2011-06-08,2596,33
2011-06-08,2598,202
2011-06-08,2601,328
2011-06-08,2603,478
2011-06-08,2604,28
2011-06-08,3774,89
2011-06-08,7564,54
2011-06-08,7564,167
2011-06-08,7564,385
2011-06-08,7564,862
2011-06-08,7564,1118
2011-06-08,7564,1438
2011-06-08,7570,1452
2011-06-08,7587,138
2011-06-08,7587,183
2011-06-08,7587,367
2011-06-08,7587,449
2011-06-09,4,2024
2011-06-09,6,408
2011-06-09,6,1450
2011-06-09,10,37
2011-06-09,16,54
2011-06-09,16,2003
2011-06-09,16,7587
2011-06-09,28,1455
2011-06-09,28,2602
2011-06-09,28,7564
2011-06-09,37,10
2011-06-09,42,932
2011-06-09,50,195
2011-06-09,54,16
2011-06-09,57,2552
2011-06-09,57,2595
2011-06-09,76,2046
2011-06-09,97,273
2011-06-09,108,1456
2011-06-09,108,2005
2011-06-09,108,2610
2011-06-09,109,449
2011-06-09,153,858
2011-06-09,167,45
2011-06-09,195,50
2011-06-09,195,275
2011-06-09,195,408
2011-06-09,195,541
2011-06-09,195,675
2011-06-09,195,864
2011-06-09,195,2606
2011-06-09,226,1647
2011-06-09,240,76
2011-06-09,240,169
2011-06-09,240,202
2011-06-09,240,210
2011-06-09,240,408
2011-06-09,240,2005
2011-06-09,240,2524
2011-06-09,240,7564
2011-06-09,273,97
2011-06-09,273,671
2011-06-09,275,195
2011-06-09,275,864
2011-06-09,275,1121
2011-06-09,275,1683
2011-06-09,300,481
2011-06-09,300,2047
2011-06-09,312,2
2011-06-09,312,4
2011-06-09,312,37
2011-06-09,312,45
2011-06-09,312,74
2011-06-09,312,715
2011-06-09,313,408
2011-06-09,313,1249
2011-06-09,327,328
2011-06-09,327,344
2011-06-09,327,1638
2011-06-09,328,408
2011-06-09,328,1450
2011-06-09,343,1251
2011-06-09,344,327
2011-06-09,367,7587
2011-06-09,384,119
2011-06-09,385,7564
2011-06-09,406,28
2011-06-09,408,6
2011-06-09,408,138
2011-06-09,408,195
2011-06-09,408,240
2011-06-09,408,313
2011-06-09,408,328
2011-06-09,408,467
2011-06-09,408,622
2011-06-09,408,7564
2011-06-09,444,927
2011-06-09,444,1014
2011-06-09,444,1928
2011-06-09,444,2048
2011-06-09,448,1265
2011-06-09,449,109
2011-06-09,449,7587
2011-06-09,467,408
2011-06-09,475,48
2011-06-09,475,1627
2011-06-09,478,1249
2011-06-09,480,7564
2011-06-09,481,102
2011-06-09,514,441
2011-06-09,514,1224
2011-06-09,514,2045
2011-06-09,541,195
2011-06-09,541,1260
2011-06-09,620,2009
2011-06-09,622,408
2011-06-09,623,7564
2011-06-09,671,273
2011-06-09,675,195
2011-06-09,675,7564
2011-06-09,676,919
2011-06-09,676,925
2011-06-09,678,2050
2011-06-09,784,444
2011-06-09,784,1011
2011-06-09,784,7564
2011-06-09,785,7564
2011-06-09,786,65
2011-06-09,786,282
2011-06-09,786,916
2011-06-09,786,2599
2011-06-09,853,7564
2011-06-09,860,578
2011-06-09,864,195
2011-06-09,864,275
2011-06-09,864,1118
2011-06-09,916,65
2011-06-09,916,786
2011-06-09,925,676
2011-06-09,927,444
2011-06-09,1000,509
2011-06-09,1011,784
2011-06-09,1014,444
2011-06-09,1118,77
2011-06-09,1118,864
2011-06-09,1118,7564
2011-06-09,1119,7564
2011-06-09,1121,275
2011-06-09,1218,2608
2011-06-09,1224,514
2011-06-09,1249,313
2011-06-09,1249,478
2011-06-09,1249,7498
2011-06-09,1251,343
2011-06-09,1260,541
2011-06-09,1260,7564
2011-06-09,1265,448
2011-06-09,1437,7564
2011-06-09,1450,6
2011-06-09,1450,328
2011-06-09,1450,407
2011-06-09,1450,786
2011-06-09,1455,28
2011-06-09,1455,7564
2011-06-09,1456,23
2011-06-09,1456,108
2011-06-09,1627,475
2011-06-09,1628,40
2011-06-09,1638,327
2011-06-09,1638,1255
2011-06-09,1647,226
2011-06-09,1650,7564
2011-06-09,1676,252
2011-06-09,1681,7564
2011-06-09,1683,275
2011-06-09,1683,7524
2011-06-09,2003,16
2011-06-09,2005,108
2011-06-09,2005,240
2011-06-09,2009,620
2011-06-09,2045,514
2011-06-09,2046,76
2011-06-09,2048,444
2011-06-09,2049,7564
2011-06-09,2050,678
2011-06-09,2524,240
2011-06-09,2579,42
2011-06-09,2586,1
2011-06-09,2595,57
2011-06-09,2599,786
2011-06-09,2602,28
2011-06-09,2606,195
2011-06-09,2607,7564
2011-06-09,2610,108
2011-06-09,7498,1249
2011-06-09,7564,28
2011-06-09,7564,78
2011-06-09,7564,90
2011-06-09,7564,183
2011-06-09,7564,275
2011-06-09,7564,354
2011-06-09,7564,386
2011-06-09,7564,408
2011-06-09,7564,480
2011-06-09,7564,623
2011-06-09,7564,675
2011-06-09,7564,785
2011-06-09,7564,853
2011-06-09,7564,1119
2011-06-09,7564,1437
2011-06-09,7564,1455
2011-06-09,7564,1650
2011-06-09,7564,1681
2011-06-09,7564,2049
2011-06-09,7564,2607
2011-06-09,7587,16
2011-06-10,10,840
2011-06-10,28,89
2011-06-10,28,275
2011-06-10,28,670
2011-06-10,28,1249
2011-06-10,28,1255
2011-06-10,28,2028
2011-06-10,28,2031
2011-06-10,33,2007
2011-06-10,39,924
2011-06-10,45,7564
2011-06-10,77,40
2011-06-10,77,78
2011-06-10,77,1118
2011-06-10,78,77
2011-06-10,78,1249
2011-06-10,78,2051
2011-06-10,102,109
2011-06-10,109,102
2011-06-10,119,322
2011-06-10,131,1453
2011-06-10,153,226
2011-06-10,153,931
2011-06-10,153,2609
2011-06-10,155,366
2011-06-10,167,1655
2011-06-10,168,323
2011-06-10,175,368
2011-06-10,181,237
2011-06-10,181,2012
2011-06-10,181,2611
2011-06-10,218,1257
2011-06-10,223,624
2011-06-10,226,153
2011-06-10,237,181
2011-06-10,275,28
2011-06-10,275,679
2011-06-10,275,1119
2011-06-10,275,1262
2011-06-10,282,724
2011-06-10,282,1266
2011-06-10,323,168
2011-06-10,341,1122
2011-06-10,343,918
2011-06-10,356,405
2011-06-10,356,466
2011-06-10,356,624
2011-06-10,356,7564
2011-06-10,368,175
2011-06-10,380,148
2011-06-10,404,620
2011-06-10,426,7374
2011-06-10,444,7524
2011-06-10,445,7564
2011-06-10,466,356
2011-06-10,475,2
2011-06-10,532,1119
2011-06-10,541,1122
2011-06-10,575,849
2011-06-10,608,921
2011-06-10,620,404
2011-06-10,620,1117
2011-06-10,657,924
2011-06-10,670,28
2011-06-10,671,862
2011-06-10,674,7564
2011-06-10,678,930
2011-06-10,678,2612
2011-06-10,678,7327
2011-06-10,679,275
2011-06-10,679,384
2011-06-10,679,863
2011-06-10,780,571
2011-06-10,840,10
2011-06-10,862,671
2011-06-10,863,181
2011-06-10,863,679
2011-06-10,863,1249
2011-06-10,921,608
2011-06-10,930,678
2011-06-10,931,153
2011-06-10,1012,1257
2011-06-10,1012,2600
2011-06-10,1117,620
2011-06-10,1119,275
2011-06-10,1119,532
2011-06-10,1122,341
2011-06-10,1122,541
2011-06-10,1237,28
2011-06-10,1246,450
2011-06-10,1246,7564
2011-06-10,1249,28
2011-06-10,1249,78
2011-06-10,1249,863
2011-06-10,1257,218
2011-06-10,1257,1012
2011-06-10,1266,282
2011-06-10,1441,7564
2011-06-10,1453,131
2011-06-10,1603,2054
2011-06-10,1605,74
2011-06-10,1683,444
2011-06-10,1684,3774
2011-06-10,2007,33
2011-06-10,2012,181
2011-06-10,2031,28
2011-06-10,2043,7564
2011-06-10,2051,78
2011-06-10,2054,1603
2011-06-10,2583,282
2011-06-10,2609,153
2011-06-10,2611,181
2011-06-10,2612,678
2011-06-10,3774,7561
2011-06-10,7372,7564
2011-06-10,7374,426
2011-06-10,7519,541
2011-06-10,7561,619
2011-06-10,7561,3774
2011-06-10,7564,674
2011-06-10,7564,1246
2011-06-10,7564,2043
2011-06-11,1,1251
2011-06-11,4,2017
2011-06-11,10,7564
2011-06-11,28,406
2011-06-11,28,857
2011-06-11,28,931
2011-06-11,28,1450
2011-06-11,39,201
2011-06-11,42,863
2011-06-11,45,132
2011-06-11,48,89
2011-06-11,89,28
2011-06-11,89,48
2011-06-11,89,132
2011-06-11,89,254
2011-06-11,89,302
2011-06-11,89,931
2011-06-11,89,1453
2011-06-11,89,2623
2011-06-11,89,7564
2011-06-11,102,7564
2011-06-11,109,931
2011-06-11,132,45
2011-06-11,132,89
2011-06-11,150,7564
2011-06-11,169,1682
2011-06-11,181,356
2011-06-11,201,39
2011-06-11,202,620
2011-06-11,218,994
2011-06-11,223,1997
2011-06-11,254,28
2011-06-11,254,89
2011-06-11,254,322
2011-06-11,254,339
2011-06-11,254,677
2011-06-11,254,1120
2011-06-11,254,1122
2011-06-11,254,1458
2011-06-11,254,2620
2011-06-11,282,387
2011-06-11,282,786
2011-06-11,283,119
2011-06-11,283,2052
2011-06-11,302,89
2011-06-11,303,2045
2011-06-11,322,28
2011-06-11,322,254
2011-06-11,327,28
2011-06-11,339,254
2011-06-11,339,671
2011-06-11,359,2055
2011-06-11,359,2056
2011-06-11,359,2057
2011-06-11,359,2058
2011-06-11,359,2059
2011-06-11,359,2060
2011-06-11,359,2061
2011-06-11,359,2062
2011-06-11,359,2616
2011-06-11,359,2617
2011-06-11,359,7498
2011-06-11,384,679
2011-06-11,387,282
2011-06-11,387,1121
2011-06-11,401,28
2011-06-11,406,2622
2011-06-11,475,282
2011-06-11,563,313
2011-06-11,571,780
2011-06-11,608,44
2011-06-11,617,1638
2011-06-11,619,1120
2011-06-11,620,202
2011-06-11,622,1417
2011-06-11,671,339
2011-06-11,677,28
2011-06-11,678,76
2011-06-11,678,1686
2011-06-11,785,1249
2011-06-11,857,28
2011-06-11,863,42
2011-06-11,931,28
2011-06-11,931,89
2011-06-11,931,109
2011-06-11,931,3774
2011-06-11,994,218
2011-06-11,994,1261
2011-06-11,1120,28
2011-06-11,1120,619
2011-06-11,1121,387
2011-06-11,1122,254
2011-06-11,1249,570
2011-06-11,1249,785
2011-06-11,1261,994
2011-06-11,1417,622
2011-06-11,1450,28
2011-06-11,1453,89
2011-06-11,1638,617
2011-06-11,1686,678
2011-06-11,1686,2621
2011-06-11,1687,716
2011-06-11,1688,619
2011-06-11,2017,4
2011-06-11,2033,89
2011-06-11,2045,303
2011-06-11,2045,1680
2011-06-11,2052,283
2011-06-11,2055,359
2011-06-11,2056,359
2011-06-11,2057,359
2011-06-11,2058,359
2011-06-11,2059,359
2011-06-11,2060,359
2011-06-11,2061,359
2011-06-11,2062,359
2011-06-11,2481,384
2011-06-11,2599,387
2011-06-11,2616,359
2011-06-11,2617,359
2011-06-11,2620,28
2011-06-11,2621,1686
2011-06-11,2622,406
2011-06-11,2623,89
2011-06-11,3774,931
2011-06-11,3999,35
2011-06-11,7498,359
2011-06-11,7533,39
2011-06-11,7561,28
2011-06-12,4,84
2011-06-12,4,381
2011-06-12,21,28
2011-06-12,42,63
2011-06-12,45,865
2011-06-12,63,42
2011-06-12,65,84
2011-06-12,76,84
2011-06-12,76,339
2011-06-12,76,1258
2011-06-12,76,2626
2011-06-12,84,65
2011-06-12,84,76
2011-06-12,84,863
2011-06-12,89,406
2011-06-12,89,1267
2011-06-12,89,2625
2011-06-12,89,2628
2011-06-12,89,7439
2011-06-12,131,140
2011-06-12,132,201
2011-06-12,159,10
2011-06-12,201,132
2011-06-12,252,7552
2011-06-12,252,7564
2011-06-12,254,21
2011-06-12,254,76
2011-06-12,254,654
2011-06-12,254,1117
2011-06-12,254,1267
2011-06-12,254,1690
2011-06-12,254,2064
2011-06-12,254,7394
2011-06-12,303,678
2011-06-12,313,563
2011-06-12,404,785
2011-06-12,406,89
2011-06-12,424,1437
2011-06-12,480,1117
2011-06-12,480,2065
2011-06-12,619,1660
2011-06-12,654,254
2011-06-12,668,312
2011-06-12,677,914
2011-06-12,678,303
2011-06-12,716,1687
2011-06-12,784,312
2011-06-12,785,404
2011-06-12,853,1673
2011-06-12,863,84
2011-06-12,863,783
2011-06-12,863,2629
2011-06-12,865,45
2011-06-12,865,580
2011-06-12,914,677
2011-06-12,932,23
2011-06-12,932,42
2011-06-12,995,1210
2011-06-12,1117,28
2011-06-12,1117,254
2011-06-12,1117,480
2011-06-12,1120,1267
2011-06-12,1120,7439
2011-06-12,1249,7564
2011-06-12,1258,76
2011-06-12,1267,28
2011-06-12,1267,89
2011-06-12,1267,1120
2011-06-12,1625,2067
2011-06-12,1653,2627
2011-06-12,1660,619
2011-06-12,1673,853
2011-06-12,1688,384
2011-06-12,1690,254
2011-06-12,1937,340
2011-06-12,2064,28
2011-06-12,2064,254
2011-06-12,2065,1
2011-06-12,2065,480
2011-06-12,2067,1625
2011-06-12,2552,1
2011-06-12,2552,57
2011-06-12,2625,89
2011-06-12,2626,76
2011-06-12,2627,1653
2011-06-12,2628,89
2011-06-12,2629,863
2011-06-12,7394,28
2011-06-12,7533,480
2011-06-12,7561,2048
2011-06-13,4,148
2011-06-13,4,356
2011-06-13,6,7587
2011-06-13,11,131
2011-06-13,28,327
2011-06-13,28,1117
2011-06-13,28,2064
2011-06-13,39,515
2011-06-13,39,2070
2011-06-13,57,2637
2011-06-13,65,467
2011-06-13,75,401
2011-06-13,89,1690
2011-06-13,130,404
2011-06-13,131,11
2011-06-13,140,216
2011-06-13,153,515
2011-06-13,153,2639
2011-06-13,181,2618
2011-06-13,202,935
2011-06-13,236,934
2011-06-13,252,723
2011-06-13,254,610
2011-06-13,254,2009
2011-06-13,254,2069
2011-06-13,254,7498
2011-06-13,340,608
2011-06-13,340,1937
2011-06-13,344,480
2011-06-13,344,788
2011-06-13,356,4
2011-06-13,357,57
2011-06-13,385,1114
2011-06-13,401,75
2011-06-13,403,935
2011-06-13,426,515
2011-06-13,467,65
2011-06-13,480,344
2011-06-13,515,39
2011-06-13,515,153
2011-06-13,619,1688
2011-06-13,671,28
2011-06-13,677,282
2011-06-13,723,252
2011-06-13,788,344
2011-06-13,934,236
2011-06-13,935,202
2011-06-13,935,403
2011-06-13,1114,385
2011-06-13,1257,1251
2011-06-13,1402,2635
2011-06-13,1437,1451
2011-06-13,1690,89
2011-06-13,1957,39
2011-06-13,2009,254
2011-06-13,2069,195
2011-06-13,2069,254
2011-06-13,2070,39
2011-06-13,2618,181
2011-06-13,2637,57
2011-06-13,2639,153
2011-06-13,7498,195
2011-06-14,1,2605
2011-06-14,1,2619
2011-06-14,2,1693
2011-06-14,4,7596
2011-06-14,39,785
2011-06-14,39,7533
2011-06-14,45,272
2011-06-14,45,7520
2011-06-14,45,7571
2011-06-14,45,7576
2011-06-14,57,357
2011-06-14,65,57
2011-06-14,65,1460
2011-06-14,76,130
2011-06-14,78,785
2011-06-14,84,4
2011-06-14,130,785
2011-06-14,131,863
2011-06-14,181,130
2011-06-14,181,863
2011-06-14,183,7587
2011-06-14,195,254
2011-06-14,202,303
2011-06-14,202,785
2011-06-14,202,2636
2011-06-14,226,1989
2011-06-14,239,2642
2011-06-14,254,195
2011-06-14,272,45
2011-06-14,275,1688
2011-06-14,275,7520
2011-06-14,302,403
2011-06-14,303,202
2011-06-14,324,2035
2011-06-14,366,403
2011-06-14,403,302
2011-06-14,403,366
2011-06-14,477,577
2011-06-14,480,7533
2011-06-14,515,150
2011-06-14,536,2614
2011-06-14,536,2643
2011-06-14,540,863
2011-06-14,577,477
2011-06-14,577,614
2011-06-14,577,7576
2011-06-14,580,865
2011-06-14,614,577
2011-06-14,614,7520
2011-06-14,614,7571
2011-06-14,614,7576
2011-06-14,619,515
2011-06-14,622,2645
2011-06-14,667,780
2011-06-14,780,667
2011-06-14,785,78
2011-06-14,785,130
2011-06-14,785,202
2011-06-14,785,2072
2011-06-14,854,1652
2011-06-14,863,131
2011-06-14,863,540
2011-06-14,863,1124
2011-06-14,863,2068
2011-06-14,865,1124
2011-06-14,1124,863
2011-06-14,1124,865
2011-06-14,1443,1084
2011-06-14,1450,2050
2011-06-14,1451,2644
